Rank,Title,Year,Rating,Weight,Type,Min Players,Max Players,Community Player Count Min,Community Player Count Max,Community Best Player Count Min,Community Best Player Count Max,Playing Time Min,Playing Time Max,Age,Community Age,Designers,Artists,Categories
324,Marvel United,2020,7.54552,1.8384,Family Game(66),1,4,1,4,3,3,40,40,14,8,Andrea Chiarvesio; Eric M. Lang,Édouard Guiton,Card Game; Comic Book / Strip; Fighting
325,Unconscious Mind,2024,7.9108,4.0241,Strategy Game(195),1,4,1,3,2,3,60,120,12,14,Laskas; Jonny Pac; Yoma; Antonio Zax,Andrew Bosley; Vincent Dutrait; Yoma,Medical; Post-Napoleonic
326,Kingdomino,2016,7.29039,1.2358,Family Game(74),2,4,2,4,2,4,15,25,8,6,Bruno Cathala,Cyril Bouquet; Bruno Cathala; Pauline Detraz; Hervine Galliou,Abstract Strategy; Medieval; Puzzle; Territory Building
327,Endless Winter: Paleoamericans,2022,7.63625,3.3253,Strategy Game(222),1,4,1,4,3,3,60,120,12,12,Stan Kordonskiy,Mihajlo Dimitrievski; Yoma,Adventure; Prehistoric; Territory Building
328,Detective: A Modern Crime Board Game,2018,7.61236,2.7438,Thematic(70),1,5,1,4,2,2,120,180,16,16,Jakub Łapot; Przemysław Rymer; Ignacy Trzewiczek,Aga Jakimiec; Ewa Kostorz; Rafał Szyma,Deduction; Murder / Mystery
329,Hive,2001,7.31686,2.3136,Abstract Game(19),2,2,2,2,2,2,20,20,9,8,John Yianni,John Yianni,Abstract Strategy; Animals
330,Ethnos,2017,7.45799,2.1074,Strategy Game(241),2,6,2,6,4,4,45,60,14,10,Paolo Mori,John Howe,Fantasy
331,Oath,2021,7.72058,4.1182,"Thematic(95), Strategy Game(236)",1,6,3,5,4,4,45,150,10,14,Cole Wehrle,Kyle Ferrin,Economic; Fantasy; Negotiation; Political; Territory Building; Wargame
332,Cryptid,2018,7.42964,2.2582,"Strategy Game(250), Family Game(70)",3,5,3,5,4,4,30,50,10,10,Hal Duncan; Ruth Veevers,Kwanchai Moriya,Deduction
333,Rococo,2013,7.58264,3.0879,Strategy Game(217),2,5,2,5,3,3,60,120,12,12,Matthias Cramer; Stefan Malz; Louis Malz,Michael Menzel,Age of Reason; Economic
334,The Witcher: Old World,2023,7.89605,2.8813,Thematic(77),1,5,1,3,2,3,90,150,14,10,Łukasz Woźniak,Bogna Gawrońska; Damien Mammoliti,Adventure; Fantasy; Fighting; Novel-based; Travel; Video Game Theme
335,Steam,2009,7.54191,3.4551,Strategy Game(223),3,6,3,5,4,4,90,90,10,12,Martin Wallace,John Austin; Jared Blando; Craig Hamilton; Christopher Moeller,Economic; Trains; Transportation
336,Dorfromantik: The Board Game,2022,7.60328,1.6342,Family Game(64),1,6,1,3,1,2,30,60,8,6,Michael Palm; Lukas Zach,Paul Riebe,Environmental; Puzzle; Territory Building; Video Game Theme
337,Chronicles of Crime,2018,7.54124,2.062,Thematic(92),1,4,1,3,2,2,60,90,12,12,David Cicurel,David Cicurel; Matijos Gebreselassie; Mateusz Komada; Katarzyna Kosobucka,Adventure; Deduction; Murder / Mystery
338,Imperium: Classics,2021,7.68342,3.6101,Strategy Game(225),1,4,1,2,1,2,40,160,14,14,Nigel Buckle; Dávid Turczi,Mihajlo Dimitrievski,Ancient; Card Game; Civilization
339,The Lord of the Rings: The Card Game – Revised Core Set,2022,8.445,3.5929,Customizable(6),1,4,1,3,1,2,30,120,14,14,Nate French,Even Mehl Amundsen; Erfian Asafat; Tiziano Baracchi; Ryan Barger; Sara Biddle; Yoann Boissonnet; Leonardo Borazio; Noah Bradley; Marco Caradonna; Kevin Childress; Anna Christenson; West Clendinning; Nicholas Cloister; Soul Core; Daarken; Katherine  Dinger; Loren Fetterman; Tony Foti; Tom Garden; Kristina Gehrmann; Lucas Graciano; Margaret Hardy; Jeff Himmelman; David Horne; Christopher Hosch; Ijur; Dominik Kasprzycki; Kaya; Igor Kieryluk; Mathias Kollros; Lius Lasahido; David Lecossu; Henning Ludvigsen; Daryl Mandryk; David Auden Nash; Mike Nash; Winona Nelson; Andrew Olson; Gabrielle Portal; Rio Sabda; Alexandru Sabo; Amanda Sartor; Marc Scheff; Alexandr Shaldin; WiL Springer; John Stanko; Matthew Starbuck; Florian Stitz; Nikolay Stoyanov; Angela Sung; Sandara Tang; Fredrik Tyskerud; Santiago Villa; Magali Villeneuve; Frank Walls; Jason Ward; Drew Whitmore; John Wigley; Mark Winters; Jen Zee; Ben Zweifel,Adventure; Card Game; Collectible Components; Fantasy; Novel-based
340,Cthulhu Wars,2015,7.84016,3.1508,"Thematic(58), Strategy Game(224)",2,4,3,4,4,4,90,120,14,12,Sandy Petersen; Lincoln Petersen,Kev Adams; Peter Bartholdy; Ian Brumby; Jo Brumby; Sonny Bundgaard; Chaz Elliott; Mark Evans (I); Rich Fleider; Richard Luong; Andrew May; Stephen May (II); Neil McKenzie,Fantasy; Fighting; Horror
341,T.I.M.E Stories,2015,7.35122,2.587,Thematic(102),2,4,2,4,4,4,90,90,12,14,Peggy Chassenet; Manuel Rozoy,Ben Carre; Vincent Dutrait; David Lecossu; Pascal Quidault,Adventure; Puzzle; Science Fiction
342,Lost Cities,1999,7.25563,1.475,Family Game(81),2,2,2,2,2,2,30,30,10,8,Reiner Knizia,Vincent Dutrait; Michaela Kienle; Dennis Lohausen; Anke Pohl; Thilo Rick; Claus Stephan; Franz Vohwinkel; 徐昀享 (Xu Yunxiang); 李小娜 (LI Xiaona); 杨静雯 (Yang Jingwen); 郭紫颖 (Guo Ziying); 陈杰 (Chen Jie),Card Game; Exploration; Math
343,Seasons,2012,7.33643,2.7829,Strategy Game(265),2,4,2,3,2,2,60,60,14,12,Régis Bonnessée,Régis Bonnessée; Xavier Gueniffey Durin; Stéphane Gantiez,Card Game; Fantasy
344,Dixit: Odyssey,2011,7.38252,1.1617,Party Game(20),3,12,4,11,6,7,30,30,8,8,Jean-Louis Roubira,Marie Cardouat; Pierô,Card Game; Humor; Party Game
345,Wayfarers of the South Tigris,2022,7.78592,3.8139,Strategy Game(206),1,4,1,3,2,2,60,90,13,12,S J Macdonald; Shem Phillips,Mihajlo Dimitrievski,Ancient; Arabian; Exploration
346,Forgotten Waters,2020,7.75124,2.0992,Thematic(56),3,7,3,7,5,5,120,240,14,12,Mr. Bistro; J. Arthur Ellis; Isaac Vega,Anton Fadeev; Nadezhda Tikhomirova,Adventure; Exploration; Fantasy; Nautical; Pirates; Travel
347,Wondrous Creatures,2024,8.07063,3.0289,Strategy Game(194),1,4,1,3,2,3,40,80,14,12,Yeom.C.W,Sophia Kang,Fantasy
348,Telestrations,2009,7.37636,1.0701,Party Game(19),4,8,5,8,8,8,30,30,12,8,(Uncredited),(Uncredited),Humor; Party Game; Real-time
349,Indonesia,2005,7.89561,3.9825,Strategy Game(184),2,5,3,5,4,4,180,240,14,16,Jeroen Doumen; Joris Wiersinga,Jeroen Kesselaar; Jan Lipiński; Ynze Moedt,Economic; Industry / Manufacturing; Transportation
350,Cloudspire,2019,8.16585,4.3994,Strategy Game(191),1,4,1,2,1,2,90,180,13,14,Josh J. Carlson; Adam Carlson; Josh Wielgus,Jared Blando; Anthony LeTourneau,Exploration; Fantasy; Fighting; Video Game Theme
351,Summoner Wars (Second Edition),2021,8.04793,2.5738,"Customizable(7), Strategy Game(203)",2,2,2,2,2,2,40,60,9,10,Colby Dauch,Martin Abel; Madison D. Johnson,Card Game; Fantasy; Fighting
352,Onitama,2014,7.33906,1.6589,Abstract Game(21),2,2,2,2,2,2,15,20,10,8,Shimpei Sato,Jun Kondo; Mariusz Szmerdt,Abstract Strategy
353,For Sale,1997,7.26411,1.251,Family Game(80),3,6,3,6,5,5,30,30,10,8,Stefan Dorra,Óscar Aguado; Abbas Amirabadi; Mohammad Amir Garoosian; Alvin Madden; Gil Martimiano; Mahmoud Arasteh Nasab; Emilien Rotival; Catell Ruz; Dossom Studio; Chema Vicente; Uros Vuckovic; Klaus Wilinski,Card Game; Economic
354,Arkham Horror (Third Edition),2018,7.67878,3.3699,Thematic(76),1,6,1,4,3,3,120,180,14,12,Nikki Valens; Richard Launius; Kevin Wilson,Justin Adams; W. T. Arnold; Anders Finér,Adventure; Fighting; Horror; Novel-based
355,Long Shot: The Dice Game,2022,7.53653,1.9437,Family Game(68),1,8,1,7,4,6,25,25,14,10,Chris Handy (I),Clau Souza,Dice; Racing; Sports
356,The Great Zimbabwe,2012,7.84359,3.6906,Strategy Game(199),2,5,2,5,4,4,90,150,14,14,Jeroen Doumen; Joris Wiersinga,Ynze Moedt,Civilization; Economic; Industry / Manufacturing; Transportation
357,Arcadia Quest,2014,7.58663,2.5335,Thematic(82),2,4,2,4,4,4,60,60,13,8,Thiago Aranha; Guilherme Goulart; Eric M. Lang; Fred Perret,Andrea Cofrancesco; Mathieu Harlaut,Adventure; Exploration; Fantasy; Fighting; Miniatures
358,The Vale of Eternity,2023,7.60023,2.1364,"Strategy Game(244), Family Game(65)",2,4,2,4,3,3,30,45,14,12,Eric Hong,Jiahui Eva Gao; Gautier Maia; Stefano Martinuz; Erica Tormen; Jens Wiese,Card Game; Fantasy; Mythology
359,Navegador,2010,7.53026,3.0843,Strategy Game(240),2,5,2,5,4,4,60,90,12,12,Mac Gerdts,Marina Fahrenbach; Mac Gerdts,Economic; Exploration; Nautical; Renaissance
360,Marrakesh,2022,8.08785,3.4375,Strategy Game(178),2,4,2,4,3,3,120,120,14,14,Stefan Feld,Patricia Limberger; Franz Vohwinkel,City Building
361,The Manhattan Project: Energy Empire,2016,7.72246,3.0335,Strategy Game(221),1,5,1,5,4,4,60,120,13,12,Tom Jolly; Luke Laurie,Josh Cappel; Jeffrey Edwards,Dice; Economic; Environmental; Industry / Manufacturing
362,Acquire,1963,7.35553,2.4905,Strategy Game(278),2,6,3,6,4,4,90,90,12,12,Sid Sackson,Eric Hibbeler; Scott O'Gara; Scott Okumura; Anita Osburn; Peter Whitley,Economic; Territory Building
363,The Guild of Merchant Explorers,2022,7.63552,2.0462,"Strategy Game(232), Family Game(61)",1,4,1,4,2,3,45,45,14,10,Matthew Dunstan; Brett J. Gilbert,Gerralt Landman,Adventure; Exploration; Fantasy
364,Imperial,2006,7.59057,3.5598,Strategy Game(233),2,6,3,5,4,4,120,180,13,12,Mac Gerdts,Matthias Catrein,Economic; Nautical; Political
365,The King Is Dead: Second Edition,2020,7.59829,2.1708,Strategy Game(242),2,4,2,4,3,3,30,45,14,10,Peer Sylvester,Benoit Billion; Peer Sylvester,Medieval; Political; Wargame
366,Love Letter,2012,7.22603,1.1845,Family Game(99),2,4,3,4,4,4,20,20,10,8,Seiji Kanai,Kali Fitzgerald; Andrew Hepworth; Jeff Himmelman; John Kovalic; Nina Matsumoto; Robb Miller; Ken Niimura; Noboru Sugiura; Yating Sun; 田中寛崇 (Tanaka Hirotaka),Card Game; Deduction; Renaissance
367,Dungeon Petz,2011,7.38397,3.6331,Strategy Game(263),2,4,2,4,4,4,90,90,13,12,Vlaada Chvátil,David Cochard,Animals; Fantasy; Humor
368,Keep the Heroes Out!,2022,7.91277,2.5024,Thematic(68),1,4,1,3,2,2,40,40,10,8,Luís Brueh,Luís Brueh,Fantasy; Fighting
369,Cat in the Box: Deluxe Edition,2022,7.44597,2.0348,Family Game(71),2,5,3,5,4,4,20,40,13,10,Muneyuki Yokouchi (横内宗幸),Osamu Inoue (井上磨),Animals; Card Game
370,Dead Reckoning,2022,8.14169,3.4302,Strategy Game(196),1,4,1,4,3,3,90,150,14,12,John D. Clair,Ian O'Toole,Exploration; Fighting; Pirates; Territory Building
371,Survive: Escape from Atlantis!,1982,7.30997,1.6934,Family Game(87),2,4,3,4,4,4,45,60,8,8,Julian Courtland-Smith,David Ausloos; Julian Courtland-Smith; Jean-Brice Dugait; Stéphane Gantiez; Andrew White,Adventure; Animals; Bluffing; Nautical
372,Space Alert,2008,7.37944,2.971,Thematic(107),1,5,3,5,4,5,30,30,12,12,Vlaada Chvátil,Radim Pech; Milan Vavroň,Electronic; Real-time; Science Fiction; Space Exploration
373,Pax Renaissance: 2nd Edition,2021,8.38946,4.6471,Strategy Game(171),1,4,2,4,2,3,60,120,12,14,Phil Eklund; Matt Eklund,Josefin Strand,Pike and Shot; Religious; Renaissance
374,Chinatown,1999,7.44321,2.2324,"Strategy Game(268), Family Game(75)",3,5,4,5,5,5,60,60,12,10,Karsten Hartwig,Mathieu Leyssenne; Franz Vohwinkel,City Building; Economic; Negotiation
375,Tikal,1999,7.31831,2.7776,Strategy Game(283),2,4,2,4,4,4,90,90,10,10,Michael Kiesling; Wolfgang Kramer,Mariusz Gandzel; Paul Mafayon; Christophe Swal; Franz Vohwinkel,Adventure; Ancient; Exploration; Territory Building
376,Age of Empires III: The Age of Discovery,2007,7.50252,3.1243,Strategy Game(252),2,5,3,5,4,5,90,120,10,12,Glenn Drover,Paul Niemeyer; Jacoby O'Connor; James Provenzale,Civilization; Exploration; Renaissance; Video Game Theme
377,Century: Spice Road,2017,7.29429,1.8026,Family Game(89),2,5,2,5,3,4,30,45,8,8,Emerson Matsuuchi,Chris Quilliams; David Richards; Fernanda Suárez,Card Game; Economic; Medieval
378,Project L,2020,7.45348,1.5598,"Abstract Game(15), Family Game(76)",1,4,1,4,2,3,20,40,8,8,Michal Mikeš; Jan Soukal; Adam Španěl,Jaroslav Jurica; Marek Loskot; Pavel Richter,Abstract Strategy; Puzzle; Video Game Theme
379,Nusfjord,2017,7.64003,2.8425,Strategy Game(239),1,5,1,5,1,3,20,100,12,12,Uwe Rosenberg,Patrick Soeder,Economic; Nautical
380,Power Grid Deluxe: Europe/North America,2014,7.94578,3.2039,Strategy Game(208),2,6,2,6,4,5,120,120,12,10,Friedemann Friese,Harald Lieske,Economic; Industry / Manufacturing
381,Bunny Kingdom,2017,7.411,2.299,"Strategy Game(274), Family Game(79)",2,4,2,4,3,4,40,60,12,10,Richard Garfield,Paul Mafayon,Animals; Medieval; Territory Building
382,Innovation,2010,7.31612,2.7799,Strategy Game(286),2,5,2,3,2,2,20,60,12,12,Carl Chudyk,Alanna Cervenak; Carl Chudyk; Cara Judd; Robin Olausson; Anders Olausson; Robert Simmons; Christophe Swal; Cyril Van Der Haegen,Card Game; Civilization
383,Bruges,2013,7.42643,2.7522,Strategy Game(258),2,4,2,4,3,4,60,60,13,10,Stefan Feld,Michael Menzel,Card Game; City Building; Economic; Renaissance
384,Glass Road,2013,7.40906,2.9569,Strategy Game(260),1,4,1,4,2,2,20,80,13,12,Uwe Rosenberg,Dennis Lohausen,City Building; Economic; Industry / Manufacturing; Medieval
385,Heaven & Ale,2017,7.53156,3.1739,Strategy Game(249),2,4,2,4,4,4,60,90,12,12,Michael Kiesling; Andreas Schmidt,Christian Fiore,Economic; Farming; Industry / Manufacturing
386,The King's Dilemma,2019,7.6821,2.2543,Thematic(69),3,5,4,5,5,5,45,60,14,16,Hjalmar Hach; Lorenzo Silva,Giorgio Baroni; Giulia Ghigini,Fantasy; Negotiation; Political
387,Imperial Settlers,2014,7.2921,2.7762,Strategy Game(304),1,4,1,3,2,2,45,90,10,12,Ignacy Trzewiczek,Mateusz Bielski; Tomasz Jedruszek; Jarosław Marcinek; Rafał Szyma,Ancient; Card Game; City Building; Civilization
388,Tiny Epic Galaxies,2015,7.32191,2.1538,Strategy Game(321),1,5,1,4,3,3,30,45,14,10,Scott Almes,William Bricker,Dice; Print & Play; Science Fiction; Space Exploration
389,Expeditions,2023,7.63373,3.054,Strategy Game(251),1,5,1,3,3,3,60,90,14,12,Jamey Stegmaier,Jakub Rozalski,Exploration
390,Imperial 2030,2009,7.63718,3.5012,Strategy Game(243),2,6,3,6,4,5,120,180,12,14,Mac Gerdts,Alexander Jung,Economic; Nautical; Political
391,Frostpunk: The Board Game,2022,8.14431,4.3935,"Thematic(55), Strategy Game(220)",1,4,1,2,1,2,120,150,16,16,Adam Kwapiński,Agnieszka Dabrowiecka,City Building; Economic; Exploration; Science Fiction; Video Game Theme
392,Awkward Guests: The Walton Case,2016,7.54193,2.3178,"Strategy Game(277), Family Game(73)",1,8,2,6,4,4,45,75,12,12,Ron Gonzalo García,Samuel Gonzalo García; Laura Medina Solera,Card Game; Deduction; Movies / TV / Radio theme; Murder / Mystery
393,Fury of Dracula (Third/Fourth Edition),2015,7.39632,3.2823,Thematic(103),2,5,2,5,3,5,120,180,14,12,Frank Brooks; Stephen Hand; Kevin Wilson,Chris Beck; Samuel R. Shimota,Adventure; Deduction; Fighting; Horror; Novel-based
394,Nemo's War (Second Edition),2017,7.79207,3.2956,"War Game(37), Thematic(63)",1,4,1,1,1,1,60,120,13,14,Chris Taylor (I); Alan Emrich,Ian O'Toole,Adventure; Exploration; Nautical; Novel-based; Science Fiction; Travel; Wargame
395,Flamecraft,2022,7.38157,2.1863,"Strategy Game(353), Family Game(97)",1,5,1,5,3,3,60,60,10,8,Manny Vega,Sandara Tang,Animals; Card Game; City Building; Fantasy
396,Sidereal Confluence,2017,7.7638,3.5759,Strategy Game(238),4,9,4,9,5,6,120,180,14,14,TauCeti Deichmann,Kwanchai Moriya; Jesse Seidule; Nakarin Sukontakorn,Economic; Negotiation; Real-time; Science Fiction; Space Exploration
397,Summoner Wars: Master Set,2011,7.47137,2.5156,"Customizable(22), Strategy Game(287)",2,4,2,4,2,2,30,60,9,10,Colby Dauch,JJ Ariosa; Gary Simpson,Card Game; Fantasy; Fighting
398,Raiders of Scythia,2020,7.70061,2.7687,Strategy Game(248),1,4,1,4,3,3,60,80,12,12,Shem Phillips,Sam Phillips,Ancient
399,Marvel United: X-Men,2021,7.9919,1.9829,Family Game(63),1,5,1,5,3,4,40,40,14,8,Andrea Chiarvesio; Eric M. Lang; Francesco Rugerfred Sedda,Édouard Guiton,Card Game; Comic Book / Strip; Fighting
400,Destinies,2021,7.66209,1.9245,Thematic(88),1,3,1,3,2,2,90,150,14,10,Michał Gołąb Gołębiowski; Filip Miłuński,Karolina Jędrzejak; Mateusz Komada; Katarzyna Kosobucka; Magdalena Leszczyńska,Adventure; Exploration; Fantasy; Fighting; Medieval
401,Alien Frontiers,2010,7.34351,2.566,Strategy Game(290),2,4,2,4,3,4,90,90,13,10,Tory Niemann,Piotr Burzykowski; Ross Grams; Mark Maxwell,Dice; Science Fiction; Space Exploration
402,Small World,2009,7.19277,2.347,"Strategy Game(354), Family Game(107)",2,5,2,5,4,4,40,80,8,8,Philippe Keyaerts,Miguel Coimbra; Cyrille Daujean,Fantasy; Fighting; Territory Building
403,EXIT: The Game – The Abandoned Cabin,2016,7.40933,2.5431,Thematic(90),1,6,1,4,2,2,60,120,12,12,Inka Brand; Markus Brand,Silvia Christoph; Michaela Kienle; Sensit Communication GmbH; Franz Vohwinkel,Deduction; Puzzle; Real-time
404,Runewars,2010,7.60735,3.786,"Thematic(81), Strategy Game(270)",2,4,2,4,4,4,180,240,14,14,Corey Konieczka,Kevin Childress; Jesper Ejsing; Moy Shin Hung; Andrew Navaro; Brian Schomburg; WiL Springer,Adventure; Exploration; Fantasy; Fighting; Wargame
405,Furnace,2020,7.3893,2.3221,Strategy Game(280),2,4,2,4,3,4,30,60,12,10,Ivan Lashin,Sergey Dulin; Marta Ivanova; Ilya Konovalov; Vadim Poluboyarov; Oleg Yurkov; Egor Zharkov,Card Game; Economic; Industry / Manufacturing; Post-Napoleonic
406,Burgle Bros.,2015,7.40942,2.3123,"Thematic(119), Family Game(86)",1,4,1,4,3,3,45,90,12,10,Tim Fowers,Virginia Critchfield; Ryan Goldsberry; Heiko Günther,Exploration; Maze; Print & Play; Spies / Secret Agents
407,Legacy of Yu,2023,8.08664,2.9097,Strategy Game(229),1,1,1,1,1,1,60,60,12,12,Shem Phillips,Sam Phillips,Ancient; City Building
408,Neuroshima Hex,2006,7.38349,2.6086,Strategy Game(319),2,4,2,4,2,2,30,30,8,12,Michał Oracz,Mateusz Bielski; Piotr Cieśliński; Piotr Foksowicz; Mariusz Gandzel; Jakub Jabłoński; Maciej Janik; Tomasz Jedruszek; Mateusz Kopacz; Hanna Kuik; Łukasz Lalko; M81 Studio; Michael Michera; Maciej Simiński; Michał Sztuka,Collectible Components; Fighting; Puzzle; Science Fiction
409,Merchants & Marauders,2010,7.3863,3.2594,Thematic(115),2,4,2,4,4,4,180,180,13,12,Kasper Aagaard; Christian Marcussen,Ben Nelson; Chris Quilliams,Adventure; Fighting; Nautical; Pike and Shot; Pirates; Transportation
410,Bonfire,2020,7.60212,3.6313,Strategy Game(256),1,4,1,4,3,3,70,100,12,12,Stefan Feld,Dennis Lohausen,Fantasy
411,Gizmos,2018,7.36478,2.0502,"Strategy Game(306), Family Game(88)",2,4,2,4,3,3,40,50,14,8,Phil Walker-Harding,Hannah Cardoso; Júlia Ferrari; Giovanna BC Guimarães; Mathieu Harlaut; Saeed Jalabi,Card Game; Science Fiction
412,Above and Below,2015,7.34497,2.5151,"Thematic(130), Strategy Game(325)",2,4,2,4,3,3,90,90,13,10,Ryan Laukat,Ryan Laukat,Adventure; City Building; Economic; Exploration; Fantasy; Farming; Negotiation
413,Mindbug: First Contact,2022,7.57887,1.9327,"Strategy Game(289), Family Game(82)",2,2,2,2,2,2,15,25,8,8,Skaff Elias; Richard Garfield; Marvin Hegen; Christian Kudahl,Denis Martynets,Card Game; Fantasy; Fighting; Science Fiction
414,"Air, Land, & Sea",2019,7.44608,1.7407,Strategy Game(288),2,2,2,2,2,2,20,20,14,8,Jon Perry,Valerio Buonfantino; Stephen Gibson; Derek Laufman,Animals; Card Game; Print & Play; World War II
415,Bärenpark,2017,7.27617,1.659,Family Game(96),2,4,2,4,4,4,30,45,8,6,Phil Walker-Harding,Klemens Franz,Animals; Puzzle
416,Dead of Winter: The Long Night,2016,7.50733,3.3462,Thematic(99),2,5,3,5,4,4,60,120,14,14,Jonathan Gilmour-Long; Isaac Vega,Joshua Panelo; David Richards; Fernanda Suárez; Peter Wocken,Bluffing; Deduction; Horror; Mature / Adult; Science Fiction; Zombies
417,Dixit,2008,7.18461,1.192,Party Game(29),3,6,4,6,5,6,30,30,8,8,Jean-Louis Roubira,Marie Cardouat,Card Game; Humor; Party Game
418,Unmatched: Robin Hood vs. Bigfoot,2019,7.89874,1.918,Strategy Game(261),2,2,2,2,2,2,20,20,9,10,Rob Daviau; Justin D. Jacobson,Oliver Barrett; Juan Esteban Rodriguez,Card Game; Fantasy; Fighting; Mythology; Novel-based
419,Sid Meier's Civilization: The Board Game,2010,7.37078,3.8995,Strategy Game(317),2,4,2,4,4,4,120,240,13,14,Kevin Wilson,Henning Ludvigsen,City Building; Civilization; Exploration; Negotiation; Video Game Theme
420,Mission: Red Planet (Second/Third Edition),2015,7.38835,2.2131,Strategy Game(295),2,6,3,6,4,4,45,90,14,10,Bruno Cathala; Bruno Faidutti,Andrew Bosley; Samuel R. Shimota; Alyn Spiller; Derek Stenning,Science Fiction
421,Ginkgopolis,2012,7.4858,2.9108,Strategy Game(266),1,5,1,4,2,3,45,45,13,12,Xavier Georges,Gaël Lannurien,City Building; Environmental; Science Fiction; Territory Building
422,Tekhenu: Obelisk of the Sun,2020,7.66663,4.0699,Strategy Game(254),1,4,1,4,3,3,60,120,14,14,Daniele Tascini; Dávid Turczi,Michał Długaj; Jakub Fajtanowski; Zbigniew Umgelter; Aleksander Zawada,Ancient; Dice; Mythology
423,Letters from Whitechapel,2011,7.33279,2.6397,"Thematic(131), Strategy Game(331)",2,6,2,5,2,2,90,90,14,12,Gabriele Mari; Gianluca Santopietro,Gianluca Santopietro,Bluffing; Deduction; Murder / Mystery; Post-Napoleonic
424,Arboretum,2015,7.24738,2.1109,Family Game(101),2,4,2,4,2,2,30,30,8,10,Dan Cassar,Philippe Guérin; Chris Quilliams; Beth Sobel,Card Game; Number
425,Schotten Totten,1999,7.35596,1.6705,Family Game(91),2,2,2,2,2,2,20,20,8,8,Reiner Knizia,Bärbel Skarabela; Dorien Boekhorst; Jean-Baptiste Reynaud; Piotr Sokołowski,Card Game
426,Arydia: The Paths We Dare Tread,2025,9.03778,3.3113,Thematic(31),1,4,1,4,2,2,60,240,14,10,Cody Miller; Ira Fay,Philipp Ach; Tess Anderson; Caravan Studio; Lina Cossette; David Forest; Kirk Hamilton,Adventure; Exploration; Fantasy
427,Dungeon Lords,2009,7.34466,3.5735,Strategy Game(300),2,4,2,4,4,4,90,90,12,14,Vlaada Chvátil,David Cochard,Economic; Fantasy; Fighting; Humor
428,Maria,2009,7.99403,3.5851,War Game(14),2,3,3,3,3,3,210,210,14,14,Richard Sivél,Hans Baltzer; Richard Shako; Richard Stubenvoll; Andreas Töpfer,Age of Reason; Bluffing; Negotiation; Political; Wargame
429,Antiquity,2004,7.83117,4.3207,Strategy Game(227),2,4,2,4,2,3,120,180,14,14,Jeroen Doumen; Joris Wiersinga,Ynze Moedt,City Building; Civilization; Economic; Environmental; Medieval
